21.99,58.96,1014.09,61.3,453.38
14.86,44.71,1018.3,49.46,466.38
17.4,63.09,1020.84,92.58,453.
18.25,60.1,1009.72,90.15,456.25
24.4,62.26,1011.62,70.1,439.06
11.04,41.74,1022.6,77.51,477.2
29.01,70.32,1007.26,60.55,429.23
10.22,38.18,1018.01,70.7,474.07
18.49,41.1,1001.9,59.99,460.76
26.14,61.02,1010.13,66.71,436.17
22.59,65.06,1014.36,62.44,444.6
13.47,41.14,1026.09,82.96,463.67
31.27,73.91,1003.72,68.92,430.59
8.3,36.3,1015.97,60.62,480.58
26.14,69.14,1007.1,88.27,439.03
24.69,59.92,1010.12,80.58,436.33
16.32,50.88,1013.37,97.19,458.28
20.04,48.92,1011.14,68.92,447.89
26.27,58.33,1013.81,60.43,438.82
26.51,50.05,1006.75,65.34,440.22
26.88,59.21,1013.54,58.13,437.11
24.1,68.08,1012.73,65.24,440.33
26.76,49.02,1007.96,70.05,439.4
28.07,68.08,1013.13,44.67,437.65
23.23,64.69,1008.12,76.6,444.01
15.06,39.3,1019.63,63.32,464.15
11.86,40.55,1019.82,91.45,473.31
6.64,39.04,1018.84,74.94,481.53
21.08,70.32,1011.39,88.79,440.59
20.12,65.94,1009.93,76.24,447.46
25.48,58.95,1017.02,51.16,440.42
28.08,59.14,1016.16,58.08,438.83
15.59,52.75,1024.3,59.93,458.87
16.22,41.35,1000.96,79.59,462.21
20.66,51.19,1008.81,88.93,447.14
18.34,65.94,1013.27,85.42,451.29
14.02,42.86,1030.86,68.36,467.29
22.68,70.47,1010.86,82.8,441.47
20.76,57.25,1011.01,90.31,444.85
28.97,78.92,1011.71,88.5,430.98
32.51,73.56,1007.06,59.6,435.23
14.26,42.32,1016.,77.43,463.71
22.81,58.96,1013.5,55.66,452.89
21.92,64.63,1020.42,65.22,452.49
25.96,60.32,1016.17,55.51,443.44
25.52,67.17,1007.33,85.12,440.02
9.08,36.71,1025.07,81.32,479.02
29.79,69.34,1008.82,65.13,434.74
26.35,59.87,1013.24,73.63,447.26
26.09,60.23,1010.74,60.88,445.88
29.71,71.85,1008.81,70.86,428.49
29.63,69.59,1008.3,72.53,438.64
16.61,43.77,1012.25,77.23,457.66
10.66,37.5,1009.42,95.86,472.86
15.3,41.76,1022.57,71.56,466.59
22.84,61.87,1010.63,51.67,442.72
5.15,45.87,1008.02,98.36,479.61
22.3,67.25,1017.33,75.85,453.27
27.18,59.27,1012.57,64.18,439.69
27.99,69.89,1013.94,51.25,435.79
32.73,69.88,1007.86,46.95,434.32
31.84,77.95,1014.9,55.35,433.28
23.83,49.21,1012.93,46.79,446.23
7.1,41.74,1022.25,91.07,484.12
24.96,70.47,1007.73,76.48,438.23
27.37,70.72,1009.77,67.87,441.9
14.07,43.34,1015.79,86.,463.77
30.61,67.69,1004.97,47.46,429.8
27.58,73.06,1009.63,88.31,438.1
26.05,58.59,1012.32,49.83,452.41
29.32,71.29,1008.34,51.51,432.17
14.68,41.23,998.43,83.71,469.25
15.48,47.83,1004.88,81.68,463.67
27.54,51.43,1012.3,54.82,439.8
14.65,39.28,1014.04,77.98,470.41
29.86,69.34,1007.76,54.12,433.57
25.4,65.34,1013.11,53.93,445.82
16.55,41.66,1011.45,55.53,465.14
12.76,43.7,1015.13,65.34,475.73
11.45,41.17,1017.98,84.64,476.
4.88,40.27,1012.66,74.51,491.29
15.3,43.14,1015.11,71.35,466.
28.01,64.69,1007.61,58.45,440.23
9.74,41.01,1019.12,98.39,465.8
12.52,42.34,1018.67,95.29,464.71
29.72,54.2,1012.86,38.48,438.84
24.94,59.07,1008.89,84.79,440.12
31.65,66.25,1008.57,59.05,437.35
17.35,39.39,1013.18,67.67,467.85
23.09,63.91,1012.23,83.25,447.9
26.38,49.5,1012.82,37.19,457.81
5.65,40.72,1022.46,85.17,487.09
13.26,42.99,1007.58,94.26,472.52
9.32,37.73,1022.14,79.49,477.91
29.12,67.32,1014.21,48.8,435.2
14.57,25.88,1008.92,69.16,464.11
13.93,42.86,1032.37,71.11,468.88
27.51,71.32,1007.59,80.02,433.16
21.89,74.78,1010.35,80.39,444.6
33.83,67.9,1005.94,29.86,428.12
33.95,80.18,1010.3,56.69,432.22
11.32,36.18,1015.03,64.68,472.67
22.99,46.93,1014.15,49.42,451.41
26.67,70.94,1007.7,56.56,439.13
12.6,40.35,1011.89,80.88,475.42
28.16,61.47,1009.19,62.53,442.48
14.98,39.58,1011.78,75.07,467.77
13.78,38.28,1014.8,81.19,467.43
24.6,71.73,1010.08,78.77,436.28
